day,fee_tier,volume
2021-07-01 00:00:00.000 UTC,5bp,305147452.4639259
2021-09-05 00:00:00.000 UTC,30bp,61515981.39235944
2023-08-29 00:00:00.000 UTC,5bp,427606152.53502434
2021-06-10 00:00:00.000 UTC,5bp,158656056.1181946
2022-04-26 00:00:00.000 UTC,5bp,660253000.1624454
2024-03-28 00:00:00.000 UTC,30bp,22693376.114664633
2024-09-27 00:00:00.000 UTC,5bp,113271861.24409571
2022-12-02 00:00:00.000 UTC,5bp,258027031.28807333
2023-12-19 00:00:00.000 UTC,5bp,230474096.95903257
2023-07-10 00:00:00.000 UTC,5bp,165431571.05656195
2022-03-24 00:00:00.000 UTC,5bp,779832308.4786496
2022-07-22 00:00:00.000 UTC,30bp,56249021.69808684
2021-06-22 00:00:00.000 UTC,5bp,269946496.02169895
2022-04-13 00:00:00.000 UTC,5bp,678088248.0610046
2023-04-05 00:00:00.000 UTC,30bp,14211487.022437632
2023-05-04 00:00:00.000 UTC,30bp,5242803.905467207
2023-10-25 00:00:00.000 UTC,30bp,11949411.88673882
2023-10-26 00:00:00.000 UTC,30bp,23336777.367030326
2022-09-22 00:00:00.000 UTC,5bp,418782919.68905115
2024-06-15 00:00:00.000 UTC,5bp,141718389.25976503
2024-12-11 00:00:00.000 UTC,5bp,221616731.93774745
2022-10-17 00:00:00.000 UTC,5bp,422166714.38905525
2023-03-20 00:00:00.000 UTC,30bp,35125269.038595036
2022-11-11 00:00:00.000 UTC,5bp,971079434.351662
2025-02-27 00:00:00.000 UTC,30bp,7038529.776890379
2024-01-22 00:00:00.000 UTC,5bp,307900370.74861515
2022-02-01 00:00:00.000 UTC,30bp,97508716.94324934
2024-05-12 00:00:00.000 UTC,30bp,1215802.8464598353
2021-12-14 00:00:00.000 UTC,5bp,919471150.211237
2022-06-27 00:00:00.000 UTC,5bp,264532968.64236102
2022-06-06 00:00:00.000 UTC,30bp,42817826.595893316
2024-12-19 00:00:00.000 UTC,5bp,616049194.0670577
2022-10-30 00:00:00.000 UTC,5bp,465820849.7620162
2025-02-19 00:00:00.000 UTC,30bp,10293846.93850289
2024-01-01 00:00:00.000 UTC,5bp,144817615.9538257
2021-10-08 00:00:00.000 UTC,30bp,95251414.2007574
2024-05-28 00:00:00.000 UTC,30bp,10560339.902896684
2025-03-12 00:00:00.000 UTC,5bp,393871773.69795245
2023-09-23 00:00:00.000 UTC,30bp,165705.96096555004
2022-11-27 00:00:00.000 UTC,30bp,15128877.913201645
2022-12-22 00:00:00.000 UTC,30bp,18331509.935129326
2024-05-20 00:00:00.000 UTC,30bp,96639478.2133573
2025-01-08 00:00:00.000 UTC,30bp,8938173.557095699
2021-12-06 00:00:00.000 UTC,5bp,1514561082.0182662
2022-08-12 00:00:00.000 UTC,5bp,535841215.40444314
2022-04-01 00:00:00.000 UTC,5bp,725860505.0821589
2023-04-10 00:00:00.000 UTC,30bp,11531795.568939999
2021-05-12 00:00:00.000 UTC,5bp,5370210.092082128
2024-03-11 00:00:00.000 UTC,30bp,26838362.71072317
2025-02-06 00:00:00.000 UTC,30bp,28618201.618472546
2024-01-29 00:00:00.000 UTC,30bp,15551375.531280931
2022-02-26 00:00:00.000 UTC,30bp,61389293.270362444
2023-01-25 00:00:00.000 UTC,5bp,597670721.668013
2023-01-04 00:00:00.000 UTC,30bp,17675449.04367287
2025-01-16 00:00:00.000 UTC,30bp,5971459.282928687
2021-12-01 00:00:00.000 UTC,30bp,196336193.48933378
2022-01-04 00:00:00.000 UTC,5bp,660613567.586683
2022-05-16 00:00:00.000 UTC,30bp,155809739.42171302
2023-02-28 00:00:00.000 UTC,5bp,305648539.2222863
2024-10-01 00:00:00.000 UTC,5bp,275937873.2055353
2022-09-14 00:00:00.000 UTC,5bp,506144697.72037506
2022-06-18 00:00:00.000 UTC,30bp,246042269.22605383
2024-08-03 00:00:00.000 UTC,30bp,8860702.938480534
2024-03-02 00:00:00.000 UTC,30bp,3258921.439238975
2023-12-06 00:00:00.000 UTC,30bp,13339594.209259078
2022-12-31 00:00:00.000 UTC,30bp,3725930.8965213066
2023-01-17 00:00:00.000 UTC,5bp,423836206.1344435
2023-06-15 00:00:00.000 UTC,30bp,11571895.782440053
2024-11-15 00:00:00.000 UTC,5bp,309128608.428409
2024-11-28 00:00:00.000 UTC,5bp,242975295.05513477
2023-02-23 00:00:00.000 UTC,30bp,33016523.531569626
2024-10-10 00:00:00.000 UTC,5bp,127869011.0373052
2022-07-17 00:00:00.000 UTC,30bp,94100341.5500747
2024-07-14 00:00:00.000 UTC,5bp,78240188.81585968
2022-06-19 00:00:00.000 UTC,5bp,540571967.441979
2024-06-23 00:00:00.000 UTC,5bp,303865469.0684207
2024-02-03 00:00:00.000 UTC,5bp,50253380.52410138
2024-02-11 00:00:00.000 UTC,5bp,188455595.3991464
2024-02-19 00:00:00.000 UTC,30bp,10388524.003591105
2022-12-18 00:00:00.000 UTC,30bp,14503540.714994032
2021-10-12 00:00:00.000 UTC,30bp,131989846.19749764
2022-02-27 00:00:00.000 UTC,5bp,1055217936.0339894
2022-02-14 00:00:00.000 UTC,30bp,58263946.37968824
2025-03-07 00:00:00.000 UTC,30bp,75101715.88460515
2021-07-05 00:00:00.000 UTC,5bp,270986800.6039679
2021-07-26 00:00:00.000 UTC,30bp,231658069.08082724
2023-09-11 00:00:00.000 UTC,5bp,340180127.9847684
2023-08-16 00:00:00.000 UTC,30bp,3366426.670379467
2023-07-19 00:00:00.000 UTC,5bp,176765097.66049978
2023-06-23 00:00:00.000 UTC,30bp,15660283.903488155
2021-12-26 00:00:00.000 UTC,30bp,43942107.37396181
2021-07-15 00:00:00.000 UTC,5bp,275224964.20555496
2023-09-26 00:00:00.000 UTC,5bp,112215691.99047853
2022-07-03 00:00:00.000 UTC,30bp,48200814.09935534
2023-05-15 00:00:00.000 UTC,30bp,12125407.819437085
2022-03-17 00:00:00.000 UTC,5bp,527909577.0165823
2025-01-18 00:00:00.000 UTC,30bp,10802756.8243617
2022-05-14 00:00:00.000 UTC,5bp,603255116.9662119
2021-07-06 00:00:00.000 UTC,30bp,145791423.60136402
2022-11-21 00:00:00.000 UTC,30bp,68660484.68986721
2021-08-19 00:00:00.000 UTC,5bp,425909468.6984843
2023-12-31 00:00:00.000 UTC,30bp,9201484.44548324
2022-02-17 00:00:00.000 UTC,30bp,107590785.815316
2022-03-16 00:00:00.000 UTC,30bp,118250003.62885235
2025-03-15 00:00:00.000 UTC,30bp,4385532.386860887
2021-07-20 00:00:00.000 UTC,5bp,300711675.9512234
2023-09-16 00:00:00.000 UTC,30bp,896645.1528745655
2024-10-20 00:00:00.000 UTC,5bp,80720630.36528707
2022-09-04 00:00:00.000 UTC,5bp,237738972.51021805
2023-11-29 00:00:00.000 UTC,30bp,6100049.972302162
2023-03-29 00:00:00.000 UTC,30bp,12099885.422376065
2021-11-26 00:00:00.000 UTC,5bp,1434252933.8089201
2023-08-28 00:00:00.000 UTC,5bp,185224407.8224692
2023-08-02 00:00:00.000 UTC,5bp,154820939.69646567
2022-07-11 00:00:00.000 UTC,30bp,69601699.33556622
2024-07-15 00:00:00.000 UTC,30bp,27756056.275163677
2021-06-16 00:00:00.000 UTC,5bp,183921697.34213448
2024-06-05 00:00:00.000 UTC,5bp,193703661.20235565
2024-12-20 00:00:00.000 UTC,30bp,24229551.806378126
2023-03-13 00:00:00.000 UTC,30bp,52069639.77668066
2022-02-16 00:00:00.000 UTC,5bp,596042916.464709
2023-01-27 00:00:00.000 UTC,5bp,451798811.9259939
2022-03-01 00:00:00.000 UTC,5bp,1007335252.9066249
2025-01-31 00:00:00.000 UTC,5bp,485673380.8906851
2021-07-31 00:00:00.000 UTC,30bp,69294777.00171043
2021-11-13 00:00:00.000 UTC,5bp,380163148.0289336
2024-07-04 00:00:00.000 UTC,5bp,345184087.69367963
2022-09-07 00:00:00.000 UTC,5bp,628479244.3958275
2022-09-25 00:00:00.000 UTC,30bp,36843112.19211722
2022-06-07 00:00:00.000 UTC,30bp,97403732.91633248
2024-08-26 00:00:00.000 UTC,5bp,95556951.18854739
2024-08-18 00:00:00.000 UTC,30bp,4872246.603741483
2022-10-19 00:00:00.000 UTC,5bp,253652614.01770538
2022-10-11 00:00:00.000 UTC,30bp,36943977.66334906
2022-11-09 00:00:00.000 UTC,5bp,2266804601.517112
2024-09-08 00:00:00.000 UTC,30bp,3804058.5078599174
2024-09-21 00:00:00.000 UTC,30bp,1963499.3209623785
2022-12-03 00:00:00.000 UTC,30bp,12143754.033706568
2021-10-18 00:00:00.000 UTC,5bp,542820625.9742472
2022-02-21 00:00:00.000 UTC,30bp,144495855.07941282
2023-01-19 00:00:00.000 UTC,30bp,16205143.370341305
2024-05-10 00:00:00.000 UTC,30bp,9015138.382606765
2023-07-04 00:00:00.000 UTC,5bp,220420123.1059671
2024-11-10 00:00:00.000 UTC,5bp,280264795.2157427
2023-09-29 00:00:00.000 UTC,5bp,185359047.64808878
2023-09-03 00:00:00.000 UTC,30bp,1273722.525878897
2022-08-22 00:00:00.000 UTC,5bp,549614623.7891414
2024-12-25 00:00:00.000 UTC,30bp,3852039.163341019
2022-11-22 00:00:00.000 UTC,5bp,520685394.62293553
2023-01-06 00:00:00.000 UTC,30bp,8167907.849074567
2024-05-18 00:00:00.000 UTC,5bp,104890385.52671227
2024-11-05 00:00:00.000 UTC,5bp,184690634.9588475
2022-08-01 00:00:00.000 UTC,30bp,72432016.59858808
2024-10-15 00:00:00.000 UTC,5bp,214160285.81374878
2022-07-16 00:00:00.000 UTC,30bp,124700596.99302545
2022-07-29 00:00:00.000 UTC,30bp,106145626.4308238
2024-06-29 00:00:00.000 UTC,5bp,55073926.4032124
2024-02-18 00:00:00.000 UTC,5bp,132251565.94382259
2025-02-13 00:00:00.000 UTC,30bp,16907101.37072718
2022-12-08 00:00:00.000 UTC,30bp,23703841.01994509
2021-08-02 00:00:00.000 UTC,5bp,417763780.94597673
2023-12-30 00:00:00.000 UTC,5bp,124911915.61637989
2022-02-03 00:00:00.000 UTC,30bp,78133734.55769503
2024-05-31 00:00:00.000 UTC,5bp,523638021.604234
2023-07-09 00:00:00.000 UTC,5bp,96722952.66237456
2021-07-04 00:00:00.000 UTC,5bp,222157358.53738755
2023-02-25 00:00:00.000 UTC,5bp,251785834.6361985
2021-09-24 00:00:00.000 UTC,5bp,653619990.7223716
2023-09-21 00:00:00.000 UTC,30bp,4319168.128593888
2023-08-23 00:00:00.000 UTC,30bp,8721816.503305439
2024-02-26 00:00:00.000 UTC,30bp,178148831.59730795
2024-03-08 00:00:00.000 UTC,30bp,17331727.329917617
2021-08-18 00:00:00.000 UTC,30bp,177602520.00812367
2023-12-12 00:00:00.000 UTC,5bp,288321198.36259395
2024-05-05 00:00:00.000 UTC,30bp,16603657.578152705
2023-06-13 00:00:00.000 UTC,30bp,8215870.1190595105
2022-05-19 00:00:00.000 UTC,5bp,808118699.8504093
2024-11-02 00:00:00.000 UTC,5bp,74079888.68987836
2021-09-11 00:00:00.000 UTC,5bp,316374499.93612695
2023-09-13 00:00:00.000 UTC,5bp,237014059.7947162
2024-07-28 00:00:00.000 UTC,30bp,8819148.211818252
2021-06-08 00:00:00.000 UTC,30bp,501772835.7440649
2023-04-16 00:00:00.000 UTC,30bp,8440885.59346126
2023-05-28 00:00:00.000 UTC,30bp,11487525.190377172
2024-06-16 00:00:00.000 UTC,5bp,140210950.06909063
2023-11-13 00:00:00.000 UTC,30bp,29365724.262848172
2024-08-23 00:00:00.000 UTC,5bp,171465763.4049278
2024-12-04 00:00:00.000 UTC,5bp,324121628.2987542
2024-12-30 00:00:00.000 UTC,5bp,475871545.9242709
2021-05-10 00:00:00.000 UTC,30bp,129495756.66406737
2022-12-05 00:00:00.000 UTC,5bp,266925545.70282063
2022-12-21 00:00:00.000 UTC,30bp,6594631.45987358
2023-12-25 00:00:00.000 UTC,5bp,177265668.72180542
2022-03-30 00:00:00.000 UTC,5bp,739915491.4692074
2025-01-23 00:00:00.000 UTC,30bp,9037227.34630425
2024-02-21 00:00:00.000 UTC,30bp,11714333.421420157
2024-09-24 00:00:00.000 UTC,5bp,140379840.9407183
2021-12-25 00:00:00.000 UTC,5bp,401373983.9257463
2021-11-16 00:00:00.000 UTC,30bp,193053753.14971152
2023-02-12 00:00:00.000 UTC,5bp,339874644.5002202
2024-11-21 00:00:00.000 UTC,5bp,496036452.2984682
2022-08-27 00:00:00.000 UTC,5bp,506252296.08689606
2022-04-23 00:00:00.000 UTC,5bp,207559888.53630185
2023-10-12 00:00:00.000 UTC,30bp,5073963.964467307
2022-06-01 00:00:00.000 UTC,5bp,653438920.0787177
2023-11-05 00:00:00.000 UTC,30bp,18439641.801282357
2022-03-22 00:00:00.000 UTC,5bp,646988534.5197409
2023-06-21 00:00:00.000 UTC,5bp,497215747.1503439
2021-12-09 00:00:00.000 UTC,5bp,1279895681.785925
2022-05-06 00:00:00.000 UTC,30bp,137791691.9649963
2024-07-25 00:00:00.000 UTC,5bp,294573783.9292667
2022-04-07 00:00:00.000 UTC,30bp,95537598.89713168
2022-06-12 00:00:00.000 UTC,5bp,846023801.857216
2024-08-13 00:00:00.000 UTC,30bp,9834686.872224554
2022-10-06 00:00:00.000 UTC,30bp,58201853.838727474
2021-10-15 00:00:00.000 UTC,30bp,88070786.39481297
2022-02-08 00:00:00.000 UTC,30bp,92504546.15341139
2023-01-01 00:00:00.000 UTC,30bp,1884571.57225125
2022-03-06 00:00:00.000 UTC,5bp,481252000.32099205
2025-01-28 00:00:00.000 UTC,5bp,174999221.75417867
2021-07-02 00:00:00.000 UTC,5bp,228564037.98385626
2024-10-07 00:00:00.000 UTC,30bp,24669277.89026377
2021-06-21 00:00:00.000 UTC,5bp,335086437.0140149
2023-04-24 00:00:00.000 UTC,5bp,276856054.73648906
2023-04-19 00:00:00.000 UTC,30bp,20820373.567197233
2023-03-23 00:00:00.000 UTC,5bp,570068752.32086
2023-03-26 00:00:00.000 UTC,30bp,13449660.442984909
2022-11-06 00:00:00.000 UTC,5bp,380220665.04457325
2022-11-17 00:00:00.000 UTC,5bp,354689070.65151787
2023-01-14 00:00:00.000 UTC,5bp,762739246.0726433
2023-07-20 00:00:00.000 UTC,5bp,186936799.60853884
2022-01-23 00:00:00.000 UTC,30bp,58298182.99207066
2025-03-14 00:00:00.000 UTC,30bp,6707193.089657759
2024-10-28 00:00:00.000 UTC,5bp,148775906.61423215
2024-04-03 00:00:00.000 UTC,5bp,252286115.26821122
2024-05-23 00:00:00.000 UTC,30bp,121216114.66664048
2023-07-25 00:00:00.000 UTC,5bp,92926359.42344709
2025-01-05 00:00:00.000 UTC,30bp,1457128.2891369348
2023-06-08 00:00:00.000 UTC,30bp,3107848.0076130466
2021-12-07 00:00:00.000 UTC,5bp,807332116.900668
2021-12-15 00:00:00.000 UTC,30bp,206360618.1464784
2021-07-07 00:00:00.000 UTC,5bp,248104857.15210897
2023-02-01 00:00:00.000 UTC,5bp,506846928.02205133
2023-08-18 00:00:00.000 UTC,30bp,12522798.980448898
2024-10-23 00:00:00.000 UTC,30bp,22392626.903428536
2022-07-27 00:00:00.000 UTC,30bp,104303566.42054524
2024-07-31 00:00:00.000 UTC,30bp,25291623.223624792
2022-10-14 00:00:00.000 UTC,30bp,62287048.2780256
2022-11-12 00:00:00.000 UTC,30bp,66294515.5311246
2021-08-05 00:00:00.000 UTC,30bp,229643164.6970181
2021-08-13 00:00:00.000 UTC,30bp,138895766.59568077
2023-12-04 00:00:00.000 UTC,30bp,21432184.562719904
2021-10-31 00:00:00.000 UTC,30bp,83805726.43824232
2022-01-10 00:00:00.000 UTC,30bp,113990755.85014865
2023-02-21 00:00:00.000 UTC,5bp,548128709.7450953
2021-09-23 00:00:00.000 UTC,5bp,466761371.12589633
2024-10-24 00:00:00.000 UTC,5bp,121351256.62730505
2021-06-10 00:00:00.000 UTC,30bp,261331485.62668297
2022-09-11 00:00:00.000 UTC,30bp,39109903.02484045
2023-04-25 00:00:00.000 UTC,5bp,241544133.33425975
2023-04-07 00:00:00.000 UTC,30bp,6111301.222660145
2024-04-23 00:00:00.000 UTC,5bp,188150457.7223125
2021-05-27 00:00:00.000 UTC,5bp,1401909.0159200153
2023-03-11 00:00:00.000 UTC,5bp,3224257156.5937514
2025-02-12 00:00:00.000 UTC,30bp,31281338.911012013
2023-01-31 00:00:00.000 UTC,30bp,17035113.669916645
2022-03-21 00:00:00.000 UTC,30bp,54967752.36568103
2025-03-02 00:00:00.000 UTC,30bp,53935114.60293833
2023-06-09 00:00:00.000 UTC,30bp,4162554.9767391486
2025-03-10 00:00:00.000 UTC,5bp,783511531.6965433
2023-02-27 00:00:00.000 UTC,30bp,19957155.6266953
2023-04-12 00:00:00.000 UTC,30bp,17669136.16674204
2023-05-27 00:00:00.000 UTC,5bp,64556343.89364424
2023-11-17 00:00:00.000 UTC,30bp,13287799.480225675
2022-11-03 00:00:00.000 UTC,30bp,29144664.16620803
2024-05-08 00:00:00.000 UTC,5bp,299410040.92392814
2024-05-30 00:00:00.000 UTC,5bp,408509836.6572856
2021-12-13 00:00:00.000 UTC,30bp,212519831.97866386
2022-01-30 00:00:00.000 UTC,5bp,460515410.59849703
2022-05-13 00:00:00.000 UTC,5bp,1010875171.1567035
2021-09-15 00:00:00.000 UTC,5bp,260570174.552585
2022-07-23 00:00:00.000 UTC,5bp,528505225.8397349
2024-07-05 00:00:00.000 UTC,5bp,450388502.20600206
2024-07-13 00:00:00.000 UTC,5bp,61402742.49735918
2022-06-18 00:00:00.000 UTC,5bp,747100721.1741774
2023-05-19 00:00:00.000 UTC,30bp,5141964.695770752
2023-11-30 00:00:00.000 UTC,5bp,151109638.87398607
2022-10-12 00:00:00.000 UTC,30bp,13966457.246553317
2024-03-19 00:00:00.000 UTC,5bp,686201236.6806767
2024-03-06 00:00:00.000 UTC,30bp,167320647.5524659
2023-12-13 00:00:00.000 UTC,30bp,25465829.942183137
2021-10-16 00:00:00.000 UTC,5bp,467510836.8964394
2023-01-26 00:00:00.000 UTC,5bp,431328614.98475266
2022-01-14 00:00:00.000 UTC,30bp,58980682.05507897
2023-02-05 00:00:00.000 UTC,30bp,15849827.765944006
2023-08-14 00:00:00.000 UTC,5bp,90604774.97923511
2023-08-19 00:00:00.000 UTC,5bp,125228136.2955778
2022-08-10 00:00:00.000 UTC,30bp,90639867.63801211
2024-10-14 00:00:00.000 UTC,5bp,221732239.55148962
2023-11-03 00:00:00.000 UTC,5bp,225411921.13611484
2023-03-17 00:00:00.000 UTC,30bp,39451095.60766906
2024-09-22 00:00:00.000 UTC,5bp,87999011.20717762
2024-11-25 00:00:00.000 UTC,30bp,89518225.37000373
2023-09-06 00:00:00.000 UTC,5bp,182328036.53173345
2024-07-19 00:00:00.000 UTC,30bp,21604508.571311276
2023-10-11 00:00:00.000 UTC,30bp,6142656.979639178
2024-08-14 00:00:00.000 UTC,30bp,9596424.471299574
2023-06-04 00:00:00.000 UTC,5bp,108638590.08695236
2024-11-01 00:00:00.000 UTC,5bp,244226941.5711037
2023-09-01 00:00:00.000 UTC,5bp,294655492.6112045
2024-07-27 00:00:00.000 UTC,5bp,219796727.18752965
2022-09-06 00:00:00.000 UTC,30bp,101418142.48592874
2024-08-27 00:00:00.000 UTC,30bp,8885096.544836527
2024-08-09 00:00:00.000 UTC,30bp,8168376.93361181
2024-02-17 00:00:00.000 UTC,5bp,122303448.85971466
2022-12-22 00:00:00.000 UTC,5bp,161522723.00046647
2021-08-14 00:00:00.000 UTC,5bp,244130625.7282263
2022-02-04 00:00:00.000 UTC,30bp,91028451.39056821
2023-07-19 00:00:00.000 UTC,30bp,5277368.32728257
2021-11-12 00:00:00.000 UTC,5bp,837610174.9914219
2021-09-01 00:00:00.000 UTC,5bp,516671132.3725575
2021-06-09 00:00:00.000 UTC,30bp,394686585.5798505
2022-04-09 00:00:00.000 UTC,30bp,38291365.69921757
2022-09-10 00:00:00.000 UTC,5bp,397852650.240543
2022-06-13 00:00:00.000 UTC,5bp,1662008023.7387626
2024-12-21 00:00:00.000 UTC,5bp,233168644.95561865
2021-05-17 00:00:00.000 UTC,5bp,10966576.558291115
2021-05-14 00:00:00.000 UTC,30bp,155815462.44124022
2022-01-08 00:00:00.000 UTC,5bp,930018112.2806363
2022-05-18 00:00:00.000 UTC,5bp,737317167.0543773
2021-07-19 00:00:00.000 UTC,30bp,55550148.790039994
2023-05-01 00:00:00.000 UTC,30bp,14132256.219774041
2023-05-09 00:00:00.000 UTC,30bp,7296468.751226847
2021-05-09 00:00:00.000 UTC,5bp,6345458.967938906
2023-12-18 00:00:00.000 UTC,30bp,11721917.557229247
2023-01-18 00:00:00.000 UTC,5bp,778101908.7310636
2022-01-22 00:00:00.000 UTC,5bp,856388566.2895367
2021-07-01 00:00:00.000 UTC,30bp,135039670.42240047
2021-11-07 00:00:00.000 UTC,5bp,275419805.39452225
2023-10-29 00:00:00.000 UTC,5bp,93388671.68249643
2023-11-25 00:00:00.000 UTC,5bp,84140595.51306276
2024-04-02 00:00:00.000 UTC,30bp,84706029.38863395
2023-03-03 00:00:00.000 UTC,5bp,375676627.76188785
2024-01-13 00:00:00.000 UTC,5bp,212011482.69516388
2024-01-14 00:00:00.000 UTC,30bp,8716449.922402227
2024-05-22 00:00:00.000 UTC,5bp,532259447.52125025
2025-01-08 00:00:00.000 UTC,5bp,253352167.28436276
2025-01-03 00:00:00.000 UTC,5bp,155284272.0558895
2023-02-13 00:00:00.000 UTC,30bp,44541835.30534039
2023-02-26 00:00:00.000 UTC,5bp,225445449.30746946
2022-08-28 00:00:00.000 UTC,30bp,29553367.1935803
2024-07-14 00:00:00.000 UTC,30bp,11402884.416600902
2024-06-09 00:00:00.000 UTC,30bp,5932286.71839602
2024-12-16 00:00:00.000 UTC,5bp,478490075.0119382
2024-03-20 00:00:00.000 UTC,5bp,823311262.006197
2025-02-17 00:00:00.000 UTC,30bp,23344353.336566463
2022-02-09 00:00:00.000 UTC,30bp,69227477.36124104
2024-05-17 00:00:00.000 UTC,5bp,204463226.18928877
2025-03-16 00:00:00.000 UTC,30bp,5657253.253662211
2022-08-15 00:00:00.000 UTC,30bp,71104224.03066531
2023-10-03 00:00:00.000 UTC,30bp,2278168.1323893615
2022-09-19 00:00:00.000 UTC,30bp,83546460.63551342
2024-06-25 00:00:00.000 UTC,5bp,277317150.33243024
2024-06-22 00:00:00.000 UTC,30bp,3999075.6991291996
2023-01-04 00:00:00.000 UTC,5bp,309520727.9818688
2021-12-27 00:00:00.000 UTC,30bp,36080503.707186356
2022-01-09 00:00:00.000 UTC,30bp,34572221.87557936
2023-02-18 00:00:00.000 UTC,30bp,6257450.879121113
2022-07-28 00:00:00.000 UTC,5bp,898622515.9791071
2022-07-02 00:00:00.000 UTC,30bp,41702127.66310867
2023-10-16 00:00:00.000 UTC,30bp,20943873.909256544
2023-05-13 00:00:00.000 UTC,5bp,134266256.8882921
2024-02-09 00:00:00.000 UTC,5bp,173369710.98776707
2024-09-01 00:00:00.000 UTC,30bp,4728804.7641567895
2025-02-25 00:00:00.000 UTC,5bp,336656126.221148
2023-06-14 00:00:00.000 UTC,30bp,15876140.986755302
2022-05-05 00:00:00.000 UTC,5bp,941136456.5693148
2021-09-10 00:00:00.000 UTC,5bp,352315041.42268234
2024-10-19 00:00:00.000 UTC,5bp,37428041.820789844
2022-07-01 00:00:00.000 UTC,5bp,696195018.7050952
2024-06-17 00:00:00.000 UTC,5bp,306819836.7476547
2024-02-27 00:00:00.000 UTC,30bp,22802954.35083934
2024-04-10 00:00:00.000 UTC,5bp,441239219.21209407
2023-03-12 00:00:00.000 UTC,30bp,61456721.7129219
2022-11-08 00:00:00.000 UTC,30bp,302912802.90366185
2025-02-04 00:00:00.000 UTC,30bp,66111913.628558576
2024-01-09 00:00:00.000 UTC,30bp,35652163.071843795
2025-01-29 00:00:00.000 UTC,5bp,211639098.33478853
2024-07-01 00:00:00.000 UTC,30bp,15297836.732413147
2021-06-04 00:00:00.000 UTC,5bp,50733720.99728115
2022-04-30 00:00:00.000 UTC,5bp,625597644.2568686
2023-10-21 00:00:00.000 UTC,30bp,4003337.869968148
2022-06-26 00:00:00.000 UTC,5bp,291985296.3409205
2023-05-14 00:00:00.000 UTC,30bp,4922219.221069417
2024-06-30 00:00:00.000 UTC,5bp,99908482.10198367
2023-11-04 00:00:00.000 UTC,30bp,4659639.084674866
2024-04-28 00:00:00.000 UTC,5bp,217644515.8209393
2024-04-15 00:00:00.000 UTC,5bp,501809120.0147121
2024-04-01 00:00:00.000 UTC,5bp,284801354.22900945
2021-05-22 00:00:00.000 UTC,5bp,161692.30538396136
2025-02-22 00:00:00.000 UTC,30bp,8436044.237625329
2022-12-17 00:00:00.000 UTC,5bp,306880341.04526305
2023-06-22 00:00:00.000 UTC,30bp,13212532.160439676
2023-06-27 00:00:00.000 UTC,30bp,9713284.783812657
2021-12-21 00:00:00.000 UTC,5bp,599744891.2666986
2022-01-04 00:00:00.000 UTC,30bp,56946000.56861825
2021-11-25 00:00:00.000 UTC,5bp,632470988.567536
2023-09-27 00:00:00.000 UTC,5bp,184732139.24370822
2022-07-10 00:00:00.000 UTC,5bp,290791446.1199776
2023-10-30 00:00:00.000 UTC,30bp,10879597.316293258
2022-06-27 00:00:00.000 UTC,30bp,52698151.86983554
2023-04-30 00:00:00.000 UTC,5bp,223399187.0321152
2023-04-26 00:00:00.000 UTC,30bp,46106103.88888126
2024-06-04 00:00:00.000 UTC,30bp,15374086.625770506
2023-11-12 00:00:00.000 UTC,5bp,180795071.16795158
2022-10-13 00:00:00.000 UTC,30bp,78675927.08048597
2021-05-19 00:00:00.000 UTC,30bp,708376057.5189822
2023-03-25 00:00:00.000 UTC,5bp,226551299.46989563
2024-01-22 00:00:00.000 UTC,30bp,20017782.267313726
2022-02-22 00:00:00.000 UTC,30bp,106671865.0873615
2023-01-13 00:00:00.000 UTC,5bp,590429560.8051214
2023-07-24 00:00:00.000 UTC,30bp,7735215.8666433925
2021-12-26 00:00:00.000 UTC,5bp,419639228.6504245
2021-12-22 00:00:00.000 UTC,30bp,70376426.18130842
2023-09-19 00:00:00.000 UTC,5bp,216787850.26164812
2023-08-13 00:00:00.000 UTC,5bp,65570288.312054835
2024-07-06 00:00:00.000 UTC,5bp,79959737.86800766
2024-08-24 00:00:00.000 UTC,30bp,4670340.879257352
2024-04-26 00:00:00.000 UTC,5bp,170519030.07976386
2022-10-29 00:00:00.000 UTC,30bp,60603861.00069445
2021-05-20 00:00:00.000 UTC,5bp,817182.6443881769
2022-02-06 00:00:00.000 UTC,30bp,45732731.71782135
2022-03-11 00:00:00.000 UTC,30bp,75672852.26215015
2025-01-17 00:00:00.000 UTC,30bp,5463042.104447673
2021-12-22 00:00:00.000 UTC,5bp,458571212.39733607
2022-01-03 00:00:00.000 UTC,30bp,43303090.9255598
2022-01-16 00:00:00.000 UTC,30bp,48050557.602200694
2021-09-26 00:00:00.000 UTC,5bp,703290621.3225358
2024-10-30 00:00:00.000 UTC,5bp,206500434.2827395
2023-10-01 00:00:00.000 UTC,30bp,5071402.076842274
2023-10-09 00:00:00.000 UTC,30bp,8181057.890661123
2024-06-07 00:00:00.000 UTC,5bp,207331515.8609086
2023-11-28 00:00:00.000 UTC,30bp,9196962.649622211
2024-12-14 00:00:00.000 UTC,5bp,193309786.67773488
2022-11-19 00:00:00.000 UTC,30bp,7192269.748670474
2024-03-15 00:00:00.000 UTC,30bp,30528303.55674495
2024-09-14 00:00:00.000 UTC,30bp,1282385.8173855012
2021-08-24 00:00:00.000 UTC,30bp,114203404.41196617
2023-07-06 00:00:00.000 UTC,5bp,325628771.0307123
2025-01-29 00:00:00.000 UTC,30bp,9413841.504942607
2022-05-29 00:00:00.000 UTC,5bp,293462424.1641538
