day,fee_tier,volume
2021-11-07 00:00:00.000 UTC,30bp,48970924.37941976
2024-11-20 00:00:00.000 UTC,30bp,45466226.92844467
2023-08-11 00:00:00.000 UTC,30bp,1192079.8032231755
2024-10-06 00:00:00.000 UTC,30bp,5894731.155768138
2024-07-19 00:00:00.000 UTC,5bp,399600184.53274554
2022-04-29 00:00:00.000 UTC,5bp,613748013.3959352
2021-05-27 00:00:00.000 UTC,30bp,442583030.74541473
2024-03-12 00:00:00.000 UTC,30bp,40632702.765257984
2024-09-30 00:00:00.000 UTC,5bp,200929039.99150318
2022-12-30 00:00:00.000 UTC,5bp,111641945.41648525
2022-02-09 00:00:00.000 UTC,5bp,616322664.5861725
2024-05-30 00:00:00.000 UTC,30bp,25243184.3952504
2024-10-24 00:00:00.000 UTC,30bp,16350967.869103353
2022-07-10 00:00:00.000 UTC,30bp,42974891.985900626
2022-06-26 00:00:00.000 UTC,30bp,67809074.6580812
2023-12-19 00:00:00.000 UTC,30bp,13067811.00635139
2022-02-23 00:00:00.000 UTC,30bp,72606434.4684413
2023-01-12 00:00:00.000 UTC,5bp,691541733.0955217
2023-01-26 00:00:00.000 UTC,30bp,21177012.33140355
2021-07-06 00:00:00.000 UTC,5bp,324335221.51080567
2021-09-10 00:00:00.000 UTC,30bp,170258783.89281794
2021-09-09 00:00:00.000 UTC,5bp,353295156.7970444
2023-09-28 00:00:00.000 UTC,30bp,6988977.722665981
2023-08-19 00:00:00.000 UTC,30bp,3661053.894151547
2022-06-05 00:00:00.000 UTC,30bp,22032353.020117898
2023-11-25 00:00:00.000 UTC,30bp,1848433.8843851122
2024-08-09 00:00:00.000 UTC,5bp,131972785.82506128
2021-08-20 00:00:00.000 UTC,30bp,105325992.4774979
2023-07-18 00:00:00.000 UTC,5bp,187697191.26797107
2025-01-03 00:00:00.000 UTC,30bp,3153837.9753330783
2022-05-13 00:00:00.000 UTC,30bp,205859197.2452859
2021-07-19 00:00:00.000 UTC,5bp,232369959.03696203
2023-09-01 00:00:00.000 UTC,30bp,6186396.529729697
2022-04-08 00:00:00.000 UTC,5bp,898838301.4002796
2024-08-30 00:00:00.000 UTC,5bp,156070963.45387644
2024-02-09 00:00:00.000 UTC,30bp,7665113.872955032
2024-02-14 00:00:00.000 UTC,30bp,9676239.429299384
2022-10-02 00:00:00.000 UTC,5bp,208862070.27986273
2021-08-06 00:00:00.000 UTC,30bp,169941197.4831993
2021-08-27 00:00:00.000 UTC,5bp,344114046.3779913
2023-12-26 00:00:00.000 UTC,5bp,188082866.6253551
2021-10-03 00:00:00.000 UTC,5bp,330748706.61249167
2024-05-16 00:00:00.000 UTC,5bp,163983114.07060993
2022-03-08 00:00:00.000 UTC,30bp,133146565.01561539
2022-03-29 00:00:00.000 UTC,5bp,786166349.8087469
2022-05-26 00:00:00.000 UTC,5bp,1193475929.4474976
2023-02-26 00:00:00.000 UTC,30bp,18417502.977296583
2022-08-23 00:00:00.000 UTC,5bp,878112021.370798
2024-10-27 00:00:00.000 UTC,5bp,60070766.70353886
2022-04-22 00:00:00.000 UTC,30bp,56072563.78421428
2024-12-03 00:00:00.000 UTC,5bp,308749091.1374893
2022-10-26 00:00:00.000 UTC,30bp,77742752.50453955
2022-11-16 00:00:00.000 UTC,5bp,512218500.3317813
2024-03-20 00:00:00.000 UTC,30bp,151877870.31850743
2025-02-12 00:00:00.000 UTC,5bp,397055105.2782715
2023-12-31 00:00:00.000 UTC,5bp,151022153.52230003
2022-03-21 00:00:00.000 UTC,5bp,568231984.511734
2022-03-03 00:00:00.000 UTC,30bp,47064829.3091544
2025-01-09 00:00:00.000 UTC,30bp,9088646.706283432
2023-06-14 00:00:00.000 UTC,5bp,264031549.2776462
2023-06-28 00:00:00.000 UTC,30bp,9282396.85896559
2024-11-19 00:00:00.000 UTC,5bp,339114597.8093909
2021-09-02 00:00:00.000 UTC,30bp,142412645.77635872
2022-08-15 00:00:00.000 UTC,5bp,760243376.1824502
2021-06-09 00:00:00.000 UTC,5bp,191461362.00168198
2022-09-05 00:00:00.000 UTC,5bp,394319829.5786983
2024-08-17 00:00:00.000 UTC,5bp,51720613.377103806
2024-02-27 00:00:00.000 UTC,5bp,429072926.2667853
2023-03-17 00:00:00.000 UTC,5bp,797671640.1983576
2023-03-25 00:00:00.000 UTC,30bp,8950392.684029331
2021-10-30 00:00:00.000 UTC,30bp,80710957.35170987
2024-07-13 00:00:00.000 UTC,30bp,11073235.069038767
2021-06-30 00:00:00.000 UTC,5bp,276503024.5251727
2022-04-21 00:00:00.000 UTC,5bp,557178269.9947512
2024-06-12 00:00:00.000 UTC,5bp,302199958.997618
2024-04-23 00:00:00.000 UTC,30bp,17942451.196257737
2024-04-10 00:00:00.000 UTC,30bp,48001490.89655991
2023-03-11 00:00:00.000 UTC,30bp,190680445.60938826
2022-11-26 00:00:00.000 UTC,30bp,17184726.21566585
2021-08-14 00:00:00.000 UTC,30bp,97910465.60853651
2023-07-05 00:00:00.000 UTC,5bp,280670960.42623496
2021-12-27 00:00:00.000 UTC,5bp,418384943.2818275
2024-11-25 00:00:00.000 UTC,5bp,593827873.4194826
2022-06-08 00:00:00.000 UTC,5bp,606454769.3040413
2024-12-26 00:00:00.000 UTC,30bp,4515265.989157631
2024-02-04 00:00:00.000 UTC,5bp,85345521.75203374
2024-02-22 00:00:00.000 UTC,30bp,24777234.639591355
2022-11-21 00:00:00.000 UTC,5bp,655081575.8785193
2024-05-17 00:00:00.000 UTC,30bp,18694102.183156658
2021-07-27 00:00:00.000 UTC,5bp,511514662.6068827
2021-11-09 00:00:00.000 UTC,30bp,75722023.37087658
2024-11-06 00:00:00.000 UTC,5bp,504733499.5622935
2024-10-14 00:00:00.000 UTC,30bp,23507920.639897637
2023-10-21 00:00:00.000 UTC,5bp,156169927.3964509
2022-11-08 00:00:00.000 UTC,5bp,1959540736.0995684
2022-12-17 00:00:00.000 UTC,30bp,11604861.907419749
2021-12-13 00:00:00.000 UTC,5bp,912219857.4278806
2021-07-14 00:00:00.000 UTC,5bp,300570287.494193
2023-09-07 00:00:00.000 UTC,30bp,2972863.8013425325
2021-06-17 00:00:00.000 UTC,5bp,190293886.34429586
2023-04-07 00:00:00.000 UTC,5bp,166805468.80634776
2024-12-21 00:00:00.000 UTC,30bp,8919820.5409882
2022-10-20 00:00:00.000 UTC,5bp,233436207.17307135
2024-09-23 00:00:00.000 UTC,30bp,4714135.94518825
2025-01-16 00:00:00.000 UTC,5bp,164726145.28114307
2022-01-17 00:00:00.000 UTC,5bp,639623809.0887223
2021-09-23 00:00:00.000 UTC,30bp,91715095.73621544
2024-10-13 00:00:00.000 UTC,5bp,58750179.33444056
2021-06-23 00:00:00.000 UTC,30bp,211895864.4112298
2022-09-29 00:00:00.000 UTC,30bp,82848421.27878705
2024-02-01 00:00:00.000 UTC,30bp,7274184.714935206
2022-12-09 00:00:00.000 UTC,30bp,15478621.722048923
2023-07-24 00:00:00.000 UTC,5bp,188088111.0557543
2025-01-30 00:00:00.000 UTC,5bp,226910245.10024208
2025-01-30 00:00:00.000 UTC,30bp,5129937.905958567
2023-09-14 00:00:00.000 UTC,5bp,195436998.63583016
2022-07-23 00:00:00.000 UTC,30bp,55108455.41531102
2022-10-12 00:00:00.000 UTC,5bp,132787068.15987451
2023-01-05 00:00:00.000 UTC,30bp,3210272.186558743
2023-07-06 00:00:00.000 UTC,30bp,14495428.671216054
2023-02-08 00:00:00.000 UTC,5bp,435529045.1952273
2023-02-05 00:00:00.000 UTC,5bp,392389227.76520634
2023-09-28 00:00:00.000 UTC,5bp,255509380.98944366
2023-10-11 00:00:00.000 UTC,5bp,183581041.04073155
2022-11-02 00:00:00.000 UTC,5bp,824968335.3771728
2023-12-18 00:00:00.000 UTC,5bp,291741309.5382142
2021-10-17 00:00:00.000 UTC,30bp,97253342.40322058
2023-01-13 00:00:00.000 UTC,30bp,17635745.233703554
2023-07-11 00:00:00.000 UTC,30bp,3625881.068369444
2023-06-01 00:00:00.000 UTC,30bp,8021227.854660052
2022-01-27 00:00:00.000 UTC,30bp,144853210.09497067
2021-11-30 00:00:00.000 UTC,30bp,256756936.29424673
2023-08-01 00:00:00.000 UTC,5bp,191967760.90931174
2024-06-17 00:00:00.000 UTC,30bp,34461088.49871053
2024-02-25 00:00:00.000 UTC,5bp,147971088.3717449
2022-11-29 00:00:00.000 UTC,5bp,258517067.63509536
2024-09-01 00:00:00.000 UTC,5bp,126265065.74457231
2024-09-09 00:00:00.000 UTC,5bp,147486694.0947653
2025-02-22 00:00:00.000 UTC,5bp,280866469.2599325
2025-02-20 00:00:00.000 UTC,5bp,219047057.56593427
2024-05-09 00:00:00.000 UTC,30bp,10402447.527824327
2023-06-27 00:00:00.000 UTC,5bp,246293436.1852935
2022-05-23 00:00:00.000 UTC,30bp,92605459.06030303
2025-03-15 00:00:00.000 UTC,5bp,114302959.75907359
2021-11-30 00:00:00.000 UTC,5bp,1320126164.9314303
2024-11-12 00:00:00.000 UTC,30bp,105453449.18595219
2024-11-07 00:00:00.000 UTC,30bp,58926964.63297753
2023-08-24 00:00:00.000 UTC,30bp,3398139.029619651
2022-08-28 00:00:00.000 UTC,5bp,526846842.6876017
2024-10-16 00:00:00.000 UTC,30bp,15320465.147748733
2022-07-15 00:00:00.000 UTC,30bp,108386951.49038818
2023-10-19 00:00:00.000 UTC,5bp,134153042.71593627
2024-06-09 00:00:00.000 UTC,5bp,80534468.24326865
2024-06-30 00:00:00.000 UTC,30bp,8686010.547693923
2023-05-22 00:00:00.000 UTC,5bp,143196597.11629367
2023-11-12 00:00:00.000 UTC,30bp,9174845.209509745
2022-12-23 00:00:00.000 UTC,30bp,7614360.092386595
2024-01-14 00:00:00.000 UTC,5bp,168769568.21435127
2022-02-22 00:00:00.000 UTC,5bp,909254696.5829804
2022-06-13 00:00:00.000 UTC,30bp,321088045.18815446
2024-05-03 00:00:00.000 UTC,5bp,196171226.85775495
2022-03-15 00:00:00.000 UTC,5bp,497326446.4144692
2022-01-09 00:00:00.000 UTC,5bp,543386261.6809388
2022-05-15 00:00:00.000 UTC,30bp,73791893.25449638
2021-07-24 00:00:00.000 UTC,30bp,79917167.23648636
2024-07-27 00:00:00.000 UTC,30bp,23419977.1199351
2023-10-29 00:00:00.000 UTC,30bp,5178687.240131994
2022-09-11 00:00:00.000 UTC,5bp,297385943.4976227
2023-04-15 00:00:00.000 UTC,5bp,259607010.37103418
2023-05-14 00:00:00.000 UTC,5bp,108968684.98551774
2023-05-01 00:00:00.000 UTC,5bp,238618647.2152859
2024-12-13 00:00:00.000 UTC,30bp,3441965.3219633806
2024-09-02 00:00:00.000 UTC,30bp,3270028.839378868
2024-01-08 00:00:00.000 UTC,5bp,284707844.73585314
2022-03-02 00:00:00.000 UTC,5bp,1038395489.3084351
2023-02-04 00:00:00.000 UTC,5bp,251030794.82627654
2023-09-05 00:00:00.000 UTC,5bp,176903728.9219233
2023-04-21 00:00:00.000 UTC,5bp,510241490.3468646
2024-06-08 00:00:00.000 UTC,5bp,88133388.15862544
2023-11-08 00:00:00.000 UTC,5bp,172818027.06813523
2022-10-30 00:00:00.000 UTC,30bp,27291741.15011879
2021-05-13 00:00:00.000 UTC,5bp,15216841.420940029
2023-12-17 00:00:00.000 UTC,5bp,183774785.2222975
2023-12-09 00:00:00.000 UTC,30bp,14156333.310438931
2024-01-31 00:00:00.000 UTC,30bp,13147116.29897926
2022-02-27 00:00:00.000 UTC,30bp,112615360.02047034
2022-02-05 00:00:00.000 UTC,30bp,61123836.515186414
2023-06-10 00:00:00.000 UTC,30bp,24728808.153822068
2021-12-05 00:00:00.000 UTC,30bp,167310521.52490747
2023-02-17 00:00:00.000 UTC,5bp,632075940.9339743
2022-08-19 00:00:00.000 UTC,5bp,730098171.8579507
2022-08-01 00:00:00.000 UTC,5bp,566123634.4680609
2021-06-14 00:00:00.000 UTC,30bp,199119344.23240513
2022-09-23 00:00:00.000 UTC,30bp,101830185.15886691
2022-09-01 00:00:00.000 UTC,30bp,73887614.68412095
2022-06-09 00:00:00.000 UTC,5bp,333064844.0835461
2023-05-05 00:00:00.000 UTC,5bp,328405329.46850187
2024-08-10 00:00:00.000 UTC,30bp,2749539.256381672
2022-11-25 00:00:00.000 UTC,5bp,232263376.91067028
2025-02-08 00:00:00.000 UTC,30bp,15103072.723789256
2024-01-26 00:00:00.000 UTC,30bp,9992606.141925277
2021-05-05 00:00:00.000 UTC,5bp,3711.8472409847423
2025-01-13 00:00:00.000 UTC,30bp,17788705.722056434
2021-11-19 00:00:00.000 UTC,30bp,67835328.73953006
2024-11-09 00:00:00.000 UTC,30bp,27244755.982625186
2024-07-12 00:00:00.000 UTC,30bp,30739996.377406117
2023-04-20 00:00:00.000 UTC,30bp,17488375.437585644
2024-12-05 00:00:00.000 UTC,5bp,584556041.9132005
2024-02-28 00:00:00.000 UTC,5bp,738738151.8356797
2024-03-27 00:00:00.000 UTC,30bp,46969805.339161836
2021-08-04 00:00:00.000 UTC,30bp,177592748.11870423
2023-12-07 00:00:00.000 UTC,30bp,16563151.324516006
2023-01-29 00:00:00.000 UTC,30bp,26929040.68945665
2025-03-13 00:00:00.000 UTC,5bp,240613443.6194701
2022-09-21 00:00:00.000 UTC,5bp,481711346.2291492
2024-02-15 00:00:00.000 UTC,5bp,255688878.48891222
2022-02-10 00:00:00.000 UTC,5bp,1036579151.6523321
2022-02-02 00:00:00.000 UTC,5bp,735939764.4594337
2022-03-10 00:00:00.000 UTC,30bp,83537851.67838319
2023-06-21 00:00:00.000 UTC,30bp,24208567.99413083
2024-11-27 00:00:00.000 UTC,30bp,46995666.15814426
2021-09-22 00:00:00.000 UTC,30bp,109957057.97007729
2023-09-22 00:00:00.000 UTC,30bp,1812770.1615104675
2023-04-14 00:00:00.000 UTC,30bp,17939201.59585812
2023-05-24 00:00:00.000 UTC,5bp,195639690.0440233
2024-06-19 00:00:00.000 UTC,5bp,241521030.93456027
2022-11-10 00:00:00.000 UTC,30bp,249524044.6438318
2021-10-01 00:00:00.000 UTC,30bp,106844227.15420753
2022-02-20 00:00:00.000 UTC,5bp,795677068.9595392
2022-03-05 00:00:00.000 UTC,30bp,25811537.86233937
2024-10-26 00:00:00.000 UTC,30bp,9275097.743545607
2022-06-15 00:00:00.000 UTC,5bp,1352852584.9466991
2024-08-07 00:00:00.000 UTC,5bp,277273186.1243052
2024-02-10 00:00:00.000 UTC,5bp,93833496.00948858
2022-10-04 00:00:00.000 UTC,5bp,294390630.65923345
2024-03-17 00:00:00.000 UTC,30bp,7470787.336811719
2024-09-20 00:00:00.000 UTC,5bp,146078149.43422297
2022-12-06 00:00:00.000 UTC,5bp,318438687.42267305
2023-12-02 00:00:00.000 UTC,30bp,9534250.923452325
2024-05-19 00:00:00.000 UTC,30bp,10279035.80643189
2022-05-07 00:00:00.000 UTC,30bp,46576362.313467845
2021-07-17 00:00:00.000 UTC,5bp,198724165.3122993
2021-11-01 00:00:00.000 UTC,5bp,411261761.99227655
2023-02-06 00:00:00.000 UTC,30bp,23012208.041657597
2024-11-22 00:00:00.000 UTC,5bp,316839300.51106226
2024-11-30 00:00:00.000 UTC,5bp,173876982.65587437
2022-08-26 00:00:00.000 UTC,30bp,122523011.05788061
2024-02-07 00:00:00.000 UTC,30bp,6929758.860258486
2021-08-07 00:00:00.000 UTC,5bp,537448299.9834192
2022-01-28 00:00:00.000 UTC,5bp,829824066.2632786
2022-05-02 00:00:00.000 UTC,5bp,712906557.3799514
2023-09-12 00:00:00.000 UTC,30bp,10989135.104012337
2022-08-03 00:00:00.000 UTC,5bp,557779959.7500951
2022-04-11 00:00:00.000 UTC,30bp,119736194.0345644
2023-04-28 00:00:00.000 UTC,30bp,7221931.050087844
2023-03-09 00:00:00.000 UTC,5bp,383944853.42265266
2022-11-15 00:00:00.000 UTC,30bp,78511969.76699345
2024-09-15 00:00:00.000 UTC,5bp,85730469.26787972
2022-12-24 00:00:00.000 UTC,30bp,1870241.358961427
2021-10-27 00:00:00.000 UTC,5bp,682626198.5706307
2024-05-01 00:00:00.000 UTC,5bp,449358198.1453896
2022-01-02 00:00:00.000 UTC,5bp,428057276.98412985
2023-10-24 00:00:00.000 UTC,30bp,33916263.40377294
2023-05-29 00:00:00.000 UTC,5bp,207437479.70367125
2024-08-25 00:00:00.000 UTC,5bp,68696435.74515617
2024-12-02 00:00:00.000 UTC,30bp,47887851.01268731
2024-04-22 00:00:00.000 UTC,30bp,26584356.996175054
2021-05-11 00:00:00.000 UTC,5bp,5494335.313256233
2022-11-18 00:00:00.000 UTC,5bp,245866694.2801652
2025-02-23 00:00:00.000 UTC,30bp,11282875.347972766
2025-02-15 00:00:00.000 UTC,30bp,4499906.130508661
2024-01-02 00:00:00.000 UTC,5bp,237087219.24211615
2023-12-28 00:00:00.000 UTC,5bp,323631263.01051366
2023-01-03 00:00:00.000 UTC,30bp,2025121.7804212314
2024-05-11 00:00:00.000 UTC,30bp,1656024.2787689944
2023-07-07 00:00:00.000 UTC,5bp,184752772.25362796
2025-01-10 00:00:00.000 UTC,30bp,7482698.434223294
2023-06-11 00:00:00.000 UTC,5bp,132197129.73678687
2021-07-30 00:00:00.000 UTC,30bp,100191947.35948932
2024-11-14 00:00:00.000 UTC,30bp,69985576.59693033
2021-09-17 00:00:00.000 UTC,30bp,91773304.48688127
2023-08-17 00:00:00.000 UTC,30bp,62992652.33927271
2024-08-02 00:00:00.000 UTC,5bp,226428494.17179304
2022-03-23 00:00:00.000 UTC,30bp,79212112.06253158
2023-06-16 00:00:00.000 UTC,30bp,8561477.787860356
2022-01-20 00:00:00.000 UTC,30bp,93720458.97808878
2021-11-24 00:00:00.000 UTC,30bp,79708109.53979436
2023-02-16 00:00:00.000 UTC,30bp,56065715.72531987
2021-09-12 00:00:00.000 UTC,30bp,77045351.58346924
2023-09-30 00:00:00.000 UTC,30bp,1994353.251854853
2024-10-08 00:00:00.000 UTC,5bp,118602744.79130442
2022-07-13 00:00:00.000 UTC,30bp,96778640.44892171
2022-04-19 00:00:00.000 UTC,5bp,411829547.4230634
2022-06-20 00:00:00.000 UTC,30bp,232651718.57650238
2022-06-07 00:00:00.000 UTC,5bp,739901777.1656057
2024-06-06 00:00:00.000 UTC,30bp,11097085.081391947
2024-12-28 00:00:00.000 UTC,30bp,2622637.739702233
2022-10-28 00:00:00.000 UTC,5bp,654733004.3348398
2022-10-23 00:00:00.000 UTC,5bp,229224687.2934771
2021-05-16 00:00:00.000 UTC,5bp,17814408.245611154
2021-05-29 00:00:00.000 UTC,5bp,393942.2986746683
2023-03-14 00:00:00.000 UTC,5bp,1403568580.6264822
2023-03-22 00:00:00.000 UTC,5bp,706904713.0108447
2024-03-04 00:00:00.000 UTC,30bp,44740754.74009051
2022-12-16 00:00:00.000 UTC,30bp,51922449.39308306
2023-07-04 00:00:00.000 UTC,30bp,2703188.4198536347
2023-06-24 00:00:00.000 UTC,5bp,152876779.9916841
2024-10-21 00:00:00.000 UTC,30bp,11395843.654371655
2024-12-23 00:00:00.000 UTC,30bp,12671750.849254176
2024-02-02 00:00:00.000 UTC,30bp,5683649.253750566
2024-09-25 00:00:00.000 UTC,30bp,2377944.4892838206
2024-01-25 00:00:00.000 UTC,30bp,11113259.930417018
2021-11-14 00:00:00.000 UTC,30bp,60066261.73735651
2023-02-11 00:00:00.000 UTC,30bp,9035913.853463717
2021-06-29 00:00:00.000 UTC,5bp,276847489.0528878
2021-06-24 00:00:00.000 UTC,5bp,210480326.49834147
2024-04-04 00:00:00.000 UTC,5bp,226098562.76216444
2022-10-09 00:00:00.000 UTC,30bp,7665723.528721709
2023-03-27 00:00:00.000 UTC,5bp,352754428.85499966
2024-03-22 00:00:00.000 UTC,30bp,76020879.18130997
2024-05-29 00:00:00.000 UTC,30bp,16049149.789804963
2023-07-17 00:00:00.000 UTC,5bp,236335026.69950494
2023-07-30 00:00:00.000 UTC,30bp,3256750.00997126
2023-06-29 00:00:00.000 UTC,5bp,201908805.98878285
2021-12-28 00:00:00.000 UTC,5bp,910362920.27449
2021-12-02 00:00:00.000 UTC,30bp,189708180.68626907
2023-09-17 00:00:00.000 UTC,30bp,1866037.4657367982
2023-08-30 00:00:00.000 UTC,5bp,186279614.72754085
2024-10-03 00:00:00.000 UTC,5bp,192580332.16390464
2022-07-08 00:00:00.000 UTC,30bp,83003377.32700542
2024-07-02 00:00:00.000 UTC,5bp,106908984.77252011
2023-05-16 00:00:00.000 UTC,5bp,166964234.7423281
2021-08-09 00:00:00.000 UTC,30bp,407416053.3077538
2022-02-15 00:00:00.000 UTC,5bp,658506927.3800913
2024-05-06 00:00:00.000 UTC,5bp,223196102.23224947
2022-03-28 00:00:00.000 UTC,30bp,72374128.99732102
2022-05-12 00:00:00.000 UTC,30bp,417871632.9544286
2022-05-20 00:00:00.000 UTC,30bp,89756170.08662637
2022-04-14 00:00:00.000 UTC,5bp,601870033.4320368
2023-11-14 00:00:00.000 UTC,5bp,414567619.7111912
2024-03-09 00:00:00.000 UTC,30bp,2784249.595012961
2024-09-17 00:00:00.000 UTC,30bp,3627458.0827052444
2025-02-05 00:00:00.000 UTC,5bp,465684895.72014046
2021-10-19 00:00:00.000 UTC,30bp,73748326.36727847
2021-08-25 00:00:00.000 UTC,5bp,388807064.5581098
2023-01-19 00:00:00.000 UTC,5bp,341221186.16381955
2022-03-31 00:00:00.000 UTC,5bp,745701355.7533919
2022-03-18 00:00:00.000 UTC,5bp,661844282.6317658
2022-05-30 00:00:00.000 UTC,30bp,90937418.63019508
2022-05-25 00:00:00.000 UTC,30bp,70761342.29445234
2023-08-04 00:00:00.000 UTC,30bp,3728842.870006156
2022-08-08 00:00:00.000 UTC,5bp,605030640.5692463
2024-10-31 00:00:00.000 UTC,30bp,20145854.79906143
2022-09-16 00:00:00.000 UTC,5bp,478602384.03371036
2024-02-20 00:00:00.000 UTC,5bp,268244079.76560828
2024-09-12 00:00:00.000 UTC,30bp,2767047.188615046
2024-01-15 00:00:00.000 UTC,5bp,160815557.96128505
2021-08-17 00:00:00.000 UTC,30bp,215973348.29997265
2023-01-11 00:00:00.000 UTC,30bp,14748626.592641689
2021-09-04 00:00:00.000 UTC,30bp,82732463.77492806
2022-08-21 00:00:00.000 UTC,5bp,571674855.941463
2022-04-24 00:00:00.000 UTC,5bp,275173402.82513726
2022-06-25 00:00:00.000 UTC,30bp,69488851.91425261
2024-08-20 00:00:00.000 UTC,5bp,155530581.70408386
2024-09-07 00:00:00.000 UTC,30bp,2077849.0317381478
2021-10-06 00:00:00.000 UTC,30bp,157900987.7086145
2022-12-29 00:00:00.000 UTC,30bp,5588549.822450997
2022-03-26 00:00:00.000 UTC,5bp,391382605.16479677
2024-07-17 00:00:00.000 UTC,5bp,375107972.35844
2024-07-18 00:00:00.000 UTC,30bp,19745354.088842038
2021-06-18 00:00:00.000 UTC,5bp,245436833.04176617
2022-04-17 00:00:00.000 UTC,30bp,82578076.34550501
2023-04-22 00:00:00.000 UTC,30bp,6713233.384780308
2024-08-04 00:00:00.000 UTC,5bp,209475516.3978042
2024-04-30 00:00:00.000 UTC,5bp,345339540.6554776
2024-04-11 00:00:00.000 UTC,5bp,528740136.7189249
2024-04-24 00:00:00.000 UTC,30bp,31626429.747922413
2023-03-07 00:00:00.000 UTC,5bp,293013988.6689942
2024-03-24 00:00:00.000 UTC,5bp,210057645.3602262
2023-07-01 00:00:00.000 UTC,5bp,219727091.62086466
2024-11-24 00:00:00.000 UTC,5bp,228957292.4318742
2023-08-28 00:00:00.000 UTC,30bp,4794840.215468651
2022-07-18 00:00:00.000 UTC,5bp,865971912.2259967
2024-07-23 00:00:00.000 UTC,30bp,40386260.2696448
2022-09-28 00:00:00.000 UTC,30bp,120662012.36777556
2023-11-07 00:00:00.000 UTC,5bp,257073462.11343938
2023-03-16 00:00:00.000 UTC,30bp,21868136.68966157
2023-07-02 00:00:00.000 UTC,30bp,9575884.980764098
2025-01-07 00:00:00.000 UTC,5bp,295289621.9499227
2021-11-26 00:00:00.000 UTC,30bp,153434064.2970166
2021-11-03 00:00:00.000 UTC,5bp,427683240.36875695
2023-02-09 00:00:00.000 UTC,5bp,615410399.4693198
2023-02-22 00:00:00.000 UTC,30bp,31959392.525208443
2021-06-05 00:00:00.000 UTC,30bp,337406140.5740713
2023-04-08 00:00:00.000 UTC,30bp,3744553.545491367
2024-06-03 00:00:00.000 UTC,5bp,189706425.5283882
2024-02-13 00:00:00.000 UTC,30bp,16594984.244425368
2022-10-03 00:00:00.000 UTC,30bp,39028212.53216977
2022-11-04 00:00:00.000 UTC,30bp,60132049.73083955
2023-12-01 00:00:00.000 UTC,30bp,7830400.389029344
2023-01-30 00:00:00.000 UTC,5bp,405990432.6587909
2025-01-25 00:00:00.000 UTC,5bp,237780978.51402533
2025-03-11 00:00:00.000 UTC,30bp,41676213.02767824
2021-12-31 00:00:00.000 UTC,30bp,98870506.13599452
2022-05-27 00:00:00.000 UTC,5bp,906854810.0783268
2023-08-10 00:00:00.000 UTC,5bp,94035430.68431436
2022-08-20 00:00:00.000 UTC,30bp,67989517.98692338
2023-11-21 00:00:00.000 UTC,30bp,22164458.203079477
2024-08-05 00:00:00.000 UTC,30bp,116423482.3976359
2023-03-21 00:00:00.000 UTC,30bp,27727366.205493886
2025-02-16 00:00:00.000 UTC,5bp,118440850.79058689
2023-07-23 00:00:00.000 UTC,5bp,96270055.38460955
2024-05-12 00:00:00.000 UTC,5bp,49292553.403028086
2025-01-12 00:00:00.000 UTC,5bp,92680996.71833757
2022-05-09 00:00:00.000 UTC,30bp,268137353.2739443
2021-09-05 00:00:00.000 UTC,5bp,290399271.65750384
2022-08-14 00:00:00.000 UTC,5bp,464408531.8124031
2022-04-26 00:00:00.000 UTC,30bp,71418792.29269524
2023-04-02 00:00:00.000 UTC,5bp,159699861.30958718
2023-04-03 00:00:00.000 UTC,30bp,26352681.121032987
2024-08-18 00:00:00.000 UTC,5bp,77080801.20663148
2024-09-05 00:00:00.000 UTC,30bp,3762991.2917257696
2025-02-21 00:00:00.000 UTC,30bp,35124023.00199619
2025-01-31 00:00:00.000 UTC,30bp,9918551.224659815
2021-12-04 00:00:00.000 UTC,5bp,1524940498.9867916
2021-07-02 00:00:00.000 UTC,30bp,105283986.03180188
2023-09-24 00:00:00.000 UTC,30bp,2096569.872033334
2022-08-06 00:00:00.000 UTC,30bp,26251529.47601993
2022-07-06 00:00:00.000 UTC,5bp,591589115.1861882
2023-04-27 00:00:00.000 UTC,30bp,34678766.52164456
2024-06-21 00:00:00.000 UTC,5bp,315498783.360604
2023-11-26 00:00:00.000 UTC,30bp,6971732.717569546
2024-12-12 00:00:00.000 UTC,5bp,424040967.36029243
2021-05-23 00:00:00.000 UTC,30bp,652581830.119401
2024-09-18 00:00:00.000 UTC,30bp,5542100.606975422
2022-03-20 00:00:00.000 UTC,5bp,540556466.0364738
2022-01-26 00:00:00.000 UTC,30bp,161820595.64684093
2022-01-31 00:00:00.000 UTC,30bp,66006299.32520235
2025-01-26 00:00:00.000 UTC,30bp,2653207.1248950064
2021-12-18 00:00:00.000 UTC,30bp,135391904.121402
2021-11-21 00:00:00.000 UTC,30bp,83011975.29095392
2021-09-27 00:00:00.000 UTC,5bp,555555472.4931366
2023-09-19 00:00:00.000 UTC,30bp,4864890.820876002
2022-07-19 00:00:00.000 UTC,30bp,131434310.43824722
2023-05-31 00:00:00.000 UTC,30bp,5961292.146463767
2024-12-30 00:00:00.000 UTC,30bp,6822903.863576947
2024-02-26 00:00:00.000 UTC,5bp,236587420.01096615
2025-02-03 00:00:00.000 UTC,5bp,1479255382.8003333
2023-12-22 00:00:00.000 UTC,5bp,281362123.7770018
2025-03-06 00:00:00.000 UTC,30bp,43915299.82867257
